Rank,Name,Canvas,CanvasWeight,Chaqueta,ChaquetaWeight,Craneo,CraneoWeight,Polvo,PolvoWeight,Rociada,RociadaWeight,TraitCount,Weighting
803,ElMatador0905,Choloma,87.5614035,Bravo,69.3194444,Tauro,237.6666667,Sebento,40.25,Porcaria,45.3727273,5,481.2805867
804,ElMatador3894,Tarronga,184.8518519,Invulgar,71.3,Leon,108.5,Cascalho,53.0957447,Atufo,62.3875,5,481.2454414
805,ElMatador3139,Gijon,191.9615385,Desejo,92.4259259,Pison,99.82,Cicatriz,36.9703704,Desgracia,58.7176471,5,481.0058267
806,ElMatador2929,Sullana,97.8627451,Pelerine,72.3333333,Gula,191.9615385,Defeito,35.9064748,Calidus,81.8196721,5,480.9941086
807,ElMatador4904,Salamanca,138.6388889,Explicito,74.4925373,Cisao,151.2424242,Cascalho,53.0957447,Atufo,62.3875,5,480.96743990000004
808,ElMatador4328,Malaga,110.9111111,Lustroso,131.3421053,Fidalgo,106.1914894,Cocar,33.4966443,Luteus,97.8627451,5,480.91443999999996
809,ElMatador4525,Chimbote,108.5,Famosio,131.3421053,Superbus,134.8918919,Seixas,63.9871795,Cunfusao,40.9098361,5,480.7413576
810,ElMatador2228,Ronda,134.8918919,Medida,118.8333333,Leal,124.775,Manchar,43.0258621,Molesta,58.0348837,5,480.67131580000006
811,ElMatador4154,Barillas,108.5,Titulo,63.1772152,Cabeca,226.8636364,Porcada,31.5886076,Desordem,48.9313725,5,480.1711765
812,ElMatador3417,Tocumen,103.9791667,Lustroso,131.3421053,Mau,118.8333333,Vil,43.0258621,Calidus,81.8196721,5,480.11048429999994
813,ElMatador3224,Girona,151.2424242,Felpa,62.3875,Leal,124.775,Felpar,70.2957746,Embargo,70.2957746,5,480.1068182
814,ElMatador4614,Belem,77.984375,Indole,151.2424242,Levado,116.0697674,Esfiapar,75.6212121,Boga,58.0348837,5,480.0630072
815,ElMatador2981,Nazca,121.7317073,Acredo,67.4459459,Rebelde,178.25,Po,36.9703704,Linny,74.4925373,5,480.0009057
816,ElMatador3438,Curibita,116.0697674,Fulgor,101.8571429,Acerbo,108.5,Atarantar,64.8181818,Furvidus,87.5614035,5,479.9168404
817,ElMatador2593,Juliaca,124.775,Lampejo,118.8333333,Rica,101.8571429,Cocar,33.4966443,Siccus,99.82,5,479.8924653
818,ElMatador3991,Metapan,70.2957746,Macio,146.7941176,Cabriole,166.3666667,Laluz,34.4206897,Picazon,60.8658537,5,479.85344710000004
819,ElMatador3069,Puebla,118.8333333,Padrao,116.0697674,Furioso,134.8918919,Laluz,34.4206897,Lentum,74.4925373,5,479.8185644
820,ElMatador3481,Donostia,131.3421053,Pelerine,72.3333333,Monstro,172.1034483,Sujo,46.212963,Vuelco,56.7159091,5,479.81810379999996
821,ElMatador4069,Segovia,124.775,Hermosa,63.9871795,Fraude,184.8518519,Imundo,42.6581197,Alterar,62.3875,5,479.7699959
822,ElMatador4608,Girona,151.2424242,Incerto,121.7317073,Rica,101.8571429,Cocar,33.4966443,Embargo,70.2957746,5,479.7340381
823,ElMatador4970,Natal,94.1698113,Delujo,74.4925373,Estafadora,207.9583333,Besuntado,39.6111111,Dolor,62.3875,5,479.72963780000003
824,ElMatador4784,Jaen,118.8333333,Seda,66.5466667,Morte,151.2424242,Seixas,63.9871795,Anguista,77.984375,5,479.7043235
825,ElMatador4895,Sullana,97.8627451,Padrao,116.0697674,Fraude,184.8518519,Laluz,34.4206897,Porcaria,45.3727273,5,479.6881262
826,ElMatador2021,Murcia,131.3421053,Aspero,64.8181818,Moribundo,199.64,Po,36.9703704,Huella,45.7889908,5,479.6699931
827,ElMatador4630,Callao,151.2424242,Tunica,121.7317073,Perrita,97.8627451,Infecto,40.25,Peligro,67.4459459,5,479.64316729999996
828,ElMatador1985,Santiago,84.5932203,Liso,131.3421053,Flutuar,166.3666667,Ardor,38.0992366,Molesta,58.0348837,5,479.5464574
829,ElMatador2730,Tajer,161,Perifido,131.3421053,Bruxa,103.9791667,Cubrir,33.952381,Senal,47.9903846,5,479.37438239999994
830,ElMatador1703,Alicante,146.7941176,Toscoe,71.3,Leal,124.775,Cabelo,54.8461538,Mania,80.5,5,479.3256162
831,ElMatador1654,Escuintla,103.9791667,Claro,131.3421053,Mentorosa,138.6388889,Sujo,46.212963,Boga,58.0348837,5,479.31835240000004
832,ElMatador2180,Soloia,116.0697674,Odre,142.6,Rapida,110.9111111,Infecto,40.25,Nunitus,68.369863,5,479.31108630000006
833,ElMatador2129,Pamplona,199.64,Lugos,65.6710526,Intenso,116.0697674,Laluz,34.4206897,Atufo,62.3875,5,479.2993545
834,ElMatador1844,Barillas,108.5,Nitido,63.9871795,Flutuar,166.3666667,Pedras,65.6710526,Picon,73.3970588,5,479.03230240000005
835,ElMatador1798,Zaragoza,113.4318182,Polido,106.1914894,Morte,151.2424242,Raspar,34.6597222,Revas,72.3333333,5,478.9691320999999
836,ElMatador2183,Ciudad,92.4259259,Perifido,131.3421053,Asas,146.7941176,Po,36.9703704,Embargo,70.2957746,5,478.9386386
837,ElMatador2521,Juarez,95.9807692,Desejo,92.4259259,Chefe,217,None,16.5264901,Balburdia,46.6448598,4,478.91137829999997
838,ElMatador3775,Coban,108.5,Chama,121.7317073,Mieda,121.7317073,Pedras,65.6710526,Bagunca,60.1325301,5,478.87734209999996
839,ElMatador3713,Cartagena,121.7317073,Quente,56.0786517,Enganadora,184.8518519,Imundo,42.6581197,Apenar,72.3333333,5,478.7640087
840,ElMatador4174,Corodoba,134.8918919,Claro,131.3421053,Aeduo,121.7317073,Manchar,43.0258621,Balburdia,46.6448598,5,478.74677119999996
841,ElMatador4321,Cartagena,121.7317073,Ameno,68.369863,Corajoso,146.7941176,Cotao,68.369863,Revas,72.3333333,5,478.709229
842,ElMatador4365,Coruna,134.8918919,Esperto,151.2424242,Levado,116.0697674,Tizne,31.9935897,Estragar,43.4,5,478.7080179999999
843,ElMatador1196,Sechura,138.6388889,Camisa,81.8196721,Narrador,146.7941176,Sujo,46.212963,caotica,63.9871795,5,478.56316590000006
844,ElMatador3604,Escuintla,103.9791667,Romeria,64.8181818,Fraude,184.8518519,Pedras,65.6710526,Boga,58.0348837,5,478.46548150000007
845,ElMatador3368,Pango,97.8627451,Claro,131.3421053,Miedo,103.9791667,Sujo,46.212963,Luteus,97.8627451,5,478.37007
846,ElMatador1987,Natal,94.1698113,Macio,146.7941176,Obito,131.3421053,Sujo,46.212963,Caotico,58.7176471,5,478.34698910000003
847,ElMatador3581,Gualan,121.7317073,Rasgado,76.7846154,Voar,172.1034483,Sombra,58.0348837,Doenca,48.4563107,5,478.22131020000006
848,ElMatador4183,Sumpango,101.8571429,Merito,166.3666667,Guia,106.1914894,Infecto,40.25,Dolor,62.3875,5,478.1631438
849,ElMatador3608,Belmopan,110.9111111,Reluzente,161,Esquisito,127.974359,Grava,31.7898089,Porcaria,45.3727273,5,478.1583511
850,ElMatador2765,Abacay,92.4259259,Reluzente,161,Duro,124.775,Sombra,58.0348837,Sujeria,40.5772358,5,477.92339020000003
851,ElMatador3655,Palma,199.64,Famoso,86.0517241,Campeao,89.125,Cabelo,54.8461538,Barafunda,47.0849057,5,477.8581284
852,ElMatador3934,Medillian,97.8627451,Destro,142.6,Duro,124.775,Po,36.9703704,Lentum,74.4925373,5,477.81099759999995
853,ElMatador4026,Jaen,118.8333333,Replica,127.974359,Amotinado,118.8333333,Seixos,65.6710526,Porcaria,45.3727273,5,477.79515030000005
854,ElMatador2554,Viana,80.5,Toscoe,71.3,Revoltado,161,Seixas,63.9871795,Tepidus,99.82,5,477.71752430000004
855,ElMatador0271,Viana,80.5,Pelerine,72.3333333,Tauro,237.6666667,Marcas,38.0992366,Basura,47.9903846,5,477.699966
856,ElMatador3873,Sechura,138.6388889,Acuti,68.369863,Monstro,172.1034483,Seixas,63.9871795,None,24.1111111,4,477.5438241
857,ElMatador3730,Sullana,97.8627451,Delujo,74.4925373,Negrito,199.64,Besuntado,39.6111111,Pena,64.8181818,5,477.53492009999997
858,ElMatador2130,Malaga,110.9111111,Reluzente,161,Mau,118.8333333,Infecto,40.25,Porcaria,45.3727273,5,477.4775165
859,ElMatador3009,SanMiguel,63.1772152,Tunica,121.7317073,Condutor,199.64,Porco,43.7807018,Senal,47.9903846,5,477.43035369999996
860,ElMatador3928,Petapa,103.9791667,Lugos,65.6710526,Gluton,199.64,Seixas,63.9871795,Tumulto,43.0258621,5,477.4136057
861,ElMatador2936,Ana,86.0517241,Camisa,81.8196721,Negrito,199.64,Vestigio,56.7159091,Lodo,51.9895833,5,477.32723339999995
862,ElMatador2078,Tacna,116.0697674,Casaco,69.3194444,Flutuar,166.3666667,Seixos,65.6710526,Caotico,58.7176471,5,477.254923
863,ElMatador3164,Jerez,155.96875,Esfolar,124.775,Pison,99.82,Furia,47.0849057,Doenca,48.4563107,5,477.2153112
864,ElMatador4766,Soloia,116.0697674,Relevo,110.9111111,Omal,146.7941176,Sujo,46.212963,Trastormo,56.0786517,5,477.17695560000004
865,ElMatador3237,Gualan,121.7317073,Incerto,121.7317073,Perverso,118.8333333,Cicatriz,36.9703704,Volcar,76.7846154,5,477.1620785
866,ElMatador3707,Segovia,124.775,Bello,70.2957746,Fraude,184.8518519,Cascalho,53.0957447,Tumulto,43.0258621,5,477.1545781
867,ElMatador4894,Choloma,87.5614035,Clarao,172.1034483,Nobre,103.9791667,Vil,43.0258621,Torridus,69.3194444,5,477.0996698
868,ElMatador4878,Cumbres,121.7317073,Replica,127.974359,Amotinado,118.8333333,Ardor,38.0992366,Peturbar,69.3194444,5,477.0684254
869,ElMatador3810,Puebla,118.8333333,Encerado,138.6388889,Torcido,113.4318182,Sujo,46.212963,Caotico,58.7176471,5,476.9449953000001
870,ElMatador3459,Chimbote,108.5,Lustroso,131.3421053,Poderio,127.974359,Cocar,33.4966443,Linny,74.4925373,5,476.9159907
871,ElMatador4579,Palma,199.64,Romeria,64.8181818,Seguro,99.82,Cicatriz,36.9703704,Lentum,74.4925373,5,476.85143429999994
872,ElMatador3209,Flores,127.974359,Marcado,76.7846154,Monstro,172.1034483,Luz,37.2462687,Espeso,61.617284,5,476.8363202
873,ElMatador4789,Nueva,87.5614035,Guapo,67.4459459,Chefe,217,Imunda,41.2479339,Alterar,62.3875,5,476.7531281
874,ElMatador3032,Talara,108.5,Rasgado,76.7846154,Monstro,172.1034483,Infecto,40.25,Anguista,77.984375,5,476.7327835
875,ElMatador3612,Salvador,79.2222222,Famosio,131.3421053,Corajoso,146.7941176,Infecto,40.25,Anguista,77.984375,5,476.7031649
876,ElMatador2374,Braga,90.7454545,Merito,166.3666667,Pison,99.82,Ardor,38.0992366,Mania,80.5,5,476.6417026
877,ElMatador3571,Tajer,161,Medida,118.8333333,Rapida,110.9111111,Marcas,38.0992366,Balburdia,46.6448598,5,476.5988856
878,ElMatador1785,Jerez,155.96875,Silex,68.369863,Morte,151.2424242,Brilho,35.9064748,caotica,63.9871795,5,476.5850363
879,ElMatador4720,Jerez,155.96875,Tunica,121.7317073,Buitre,92.4259259,Po,36.9703704,Nunitus,68.369863,5,476.57696139999996
880,ElMatador1937,Salamanca,138.6388889,Salsus,77.984375,Cabriole,166.3666667,Porcada,31.5886076,Dejado,60.8658537,5,476.5547367
881,ElMatador2410,Valencia,166.3666667,Ameno,68.369863,Obito,131.3421053,Seixas,63.9871795,Porcaria,45.3727273,5,476.5488866
882,ElMatador3961,Cadiz,127.974359,Invulgar,71.3,Narrador,146.7941176,Cabelo,54.8461538,Linny,74.4925373,5,476.5175125
883,ElMatador3351,Coimbra,64.8181818,Quente,56.0786517,Fraude,184.8518519,Seixos,65.6710526,Caos,103.9791667,5,476.5092495
884,ElMatador2049,Chincha,124.775,Merito,166.3666667,Bonito,99.82,Porco,43.7807018,Sujeria,40.5772358,5,476.4299491
885,ElMatador2398,Tarronga,184.8518519,Quente,56.0786517,Asas,146.7941176,Imunda,41.2479339,Sujar,46.212963,5,476.29586290000003
886,ElMatador1858,Chajul,94.1698113,Indole,151.2424242,Ciervo,121.7317073,Brillo,33.4966443,Lentum,74.4925373,5,476.2434692
887,ElMatador2010,Cuenca,178.25,Flamejar,118.8333333,Careta,97.8627451,Porcada,31.5886076,Doenca,48.4563107,5,476.1013415
888,ElMatador1625,Quito,110.9111111,Indole,151.2424242,Campeao,89.125,Litiase,58.0348837,Sucio,65.6710526,5,476.0948164
889,ElMatador4571,Curibita,116.0697674,Lugos,65.6710526,Aborto,217,None,16.5264901,Trapalhada,50.4141414,4,476.0147848
890,ElMatador4259,Ana,86.0517241,Claro,131.3421053,LaAlma,118.8333333,Felpar,70.2957746,Nunitus,68.369863,5,476.00314510000004
891,ElMatador2154,Segovia,124.775,Indole,151.2424242,Energico,94.1698113,Porco,43.7807018,Dejado,60.8658537,5,475.9441358
892,ElMatador4268,Natal,94.1698113,Odre,142.6,Fuerto,97.8627451,Seixos,65.6710526,Lentum,74.4925373,5,475.9064911
893,ElMatador3656,Sullana,97.8627451,Reluzente,161,Energico,94.1698113,Pedras,65.6710526,Trastormo,56.0786517,5,475.8926055
894,ElMatador2417,Belmopan,110.9111111,Encerado,138.6388889,Fuerto,97.8627451,Litiase,58.0348837,Torridus,69.3194444,5,475.87741800000003
895,ElMatador2384,Corodoba,134.8918919,Ameno,68.369863,Siniestro,161,Manchar,43.0258621,Peligro,67.4459459,5,475.84390769999993
896,ElMatador3140,Flores,127.974359,Explicito,74.4925373,Negrito,199.64,Tizne,31.9935897,Sujeria,40.5772358,5,475.78806660000004
897,ElMatador4621,Tecia,69.3194444,Incerto,121.7317073,Negrito,199.64,Brilho,35.9064748,Senal,47.9903846,5,475.6983559
898,ElMatador3854,Oviedo,161,Liso,131.3421053,Campeao,89.125,Imundo,42.6581197,Trapalhada,50.4141414,5,475.64971119999996
899,ElMatador2592,Puebla,118.8333333,Macio,146.7941176,Amotinado,118.8333333,Vestigio,56.7159091,None,24.1111111,4,475.62113769999996
900,ElMatador0017,Porto,84.5932203,Silex,68.369863,Mosca,249.55,Cisco,38.3923077,None,24.1111111,4,475.3498354
901,ElMatador1624,Chancay,118.8333333,Macio,146.7941176,Camero,110.9111111,Tizne,31.9935897,Sucio,65.6710526,5,475.3135491
902,ElMatador2764,Tingo,99.82,Reluzir,138.6388889,Asas,146.7941176,Cisco,38.3923077,Limpiar,50.4141414,5,475.1698004
903,ElMatador4755,Tarma,106.1914894,Guapo,67.4459459,Estafadora,207.9583333,Furia,47.0849057,Porcaria,45.3727273,5,475.1637464
904,ElMatador4307,Tarronga,184.8518519,Comodo,72.3333333,Cachorro,108.5,Defeito,35.9064748,Revas,72.3333333,5,475.03533810000005
905,ElMatador4782,Santiago,84.5932203,Clarao,172.1034483,Mao,121.7317073,Aranar,31.3899371,caotica,63.9871795,5,474.9158373
906,ElMatador4498,Coimbra,64.8181818,Incultor,66.5466667,Cabeca,226.8636364,Cascalho,53.0957447,Dolor,62.3875,5,474.8220744
907,ElMatador2473,Mixco,113.4318182,Pericido,58.0348837,Enganadora,184.8518519,Furia,47.0849057,Embargo,70.2957746,5,474.8095789
908,ElMatador2217,Coruna,134.8918919,Felpa,62.3875,Vingavito,110.9111111,Pedras,65.6710526,Tepidus,99.82,5,474.79190040000003
909,ElMatador4956,Salvador,79.2222222,Famosio,131.3421053,Perverso,118.8333333,Vestigio,56.7159091,Furvidus,87.5614035,5,474.78531819999995
910,ElMatador4059,Braga,90.7454545,Destro,142.6,Siniestro,161,Cisco,38.3923077,Cunfusao,40.9098361,5,474.7579431
911,ElMatador4236,Nazca,121.7317073,Acredo,67.4459459,Revoltado,161,Defeito,35.9064748,Furvidus,87.5614035,5,474.7558763
912,ElMatador2499,Celba,103.9791667,Lustroso,131.3421053,LaAlma,118.8333333,Imundo,42.6581197,Volcar,76.7846154,5,474.70768519999996
913,ElMatador3982,Cadiz,127.974359,Flamejar,118.8333333,Desonesto,118.8333333,Furia,47.0849057,Dejado,60.8658537,5,474.7021298
914,ElMatador2074,Girona,151.2424242,Sagax,79.2222222,Dewsviada,95.9807692,Felpar,70.2957746,Volcar,76.7846154,5,474.6361504
915,ElMatador1999,Salamanca,138.6388889,Medida,118.8333333,Corajoso,146.7941176,None,16.5264901,Estragar,43.4,4,474.5261632
916,ElMatador3495,Horizante,110.9111111,Lustroso,131.3421053,Mao,121.7317073,Seixas,63.9871795,Porcaria,45.3727273,5,474.4551753
917,ElMatador3477,Almada,69.3194444,Blusa,70.2957746,Glutona,237.6666667,Cocar,33.4966443,Dolor,62.3875,5,474.2763748
918,ElMatador2088,Sullana,97.8627451,Esperto,151.2424242,Leon,108.5,Cascalho,53.0957447,Alterar,62.3875,5,474.1987588
919,ElMatador3357,Horizante,110.9111111,Macio,146.7941176,Amotinado,118.8333333,Sebento,40.25,Trastormo,56.0786517,5,473.97755850000004
920,ElMatador2436,Puebla,118.8333333,Desejo,92.4259259,Animo,142.6,Aranar,31.3899371,Furvidus,87.5614035,5,473.9209446
921,ElMatador3180,Tarronga,184.8518519,Seda,66.5466667,Valioso,124.775,Sujo,46.212963,Trapalhada,50.4141414,5,473.91096780000004
922,ElMatador2617,Sumpango,101.8571429,Agudo,89.125,Omal,146.7941176,Sombra,58.0348837,Volcar,76.7846154,5,473.7061044
923,ElMatador2195,Zacapa,127.974359,Couro,108.5,Dewsviada,95.9807692,Infecto,40.25,Siccus,99.82,5,473.635473
924,ElMatador2506,Palma,199.64,Hermosa,63.9871795,Rica,101.8571429,Raspar,34.6597222,Revas,72.3333333,5,473.5877227
925,ElMatador3866,Salamanca,138.6388889,Polido,106.1914894,Dewsviada,95.9807692,Cabelo,54.8461538,Volcar,76.7846154,5,473.55226150000004
926,ElMatador3503,Palma,199.64,Acredo,67.4459459,Desviado,108.5,Brilho,35.9064748,Dejado,60.8658537,5,473.4686192
927,ElMatador3444,Puebla,118.8333333,Fulgor,101.8571429,Lindo,116.0697674,Porcada,31.5886076,Caos,103.9791667,5,473.4383627
928,ElMatador2983,Soyapango,118.8333333,Augusto,64.8181818,Embustero,166.3666667,Felpar,70.2957746,Lodo,51.9895833,5,473.4138845
929,ElMatador3197,Mixco,113.4318182,Acuti,68.369863,Enganadora,184.8518519,Ardor,38.0992366,Peligro,67.4459459,5,473.3090604
930,ElMatador3880,Natal,94.1698113,Vigoroso,70.2957746,Moribundo,199.64,Brillo,33.4966443,Linny,74.4925373,5,473.2051123
931,ElMatador3427,Jerez,155.96875,Rasgado,76.7846154,Campeao,89.125,Sujo,46.212963,Caos,103.9791667,5,473.1808399
932,ElMatador3289,Donostia,131.3421053,Padrao,116.0697674,Desonesto,118.8333333,Luz,37.2462687,Nunitus,68.369863,5,472.97168250000004
933,ElMatador4940,Burgos,124.775,Casaco,69.3194444,Comandante,184.8518519,Furia,47.0849057,Huella,45.7889908,5,472.9305376
934,ElMatador3788,Zaragoza,113.4318182,Agudo,89.125,Obito,131.3421053,Ardor,38.0992366,Siccus,99.82,5,472.9285049
935,ElMatador3004,Almada,69.3194444,Rasgado,76.7846154,Mosca,249.55,None,16.5264901,Trapalhada,50.4141414,4,472.9280246
936,ElMatador4925,Tajer,161,Fulgor,101.8571429,Rabioso,108.5,Sebento,40.25,Bagunca,60.1325301,5,472.8500178
937,ElMatador3499,Celba,103.9791667,Casaco,69.3194444,Revoltado,161,Seixas,63.9871795,Rabiar,73.3970588,5,472.7931942
938,ElMatador4587,Bilbao,151.2424242,Rasgada,116.0697674,Sevaro,103.9791667,Litiase,58.0348837,Mugre,42.2966102,5,472.733197
939,ElMatador1712,Barillas,108.5,Roupa,69.3194444,Condutor,199.64,Defeito,35.9064748,Boga,58.0348837,5,472.51114770000004
940,ElMatador3260,Burgos,124.775,Acer,68.369863,Embustero,166.3666667,Cisco,38.3923077,Picon,73.3970588,5,472.411241
941,ElMatador2392,Belmopan,110.9111111,Fulgor,101.8571429,Magia,131.3421053,Seixas,63.9871795,Alterarse,63.1772152,5,472.38509880000004
942,ElMatador4235,Tarma,106.1914894,Famoso,86.0517241,Fiel,113.4318182,Seixos,65.6710526,Tepidus,99.82,5,472.2764291
943,ElMatador3092,Delgado,89.125,Fulgor,101.8571429,Omal,146.7941176,Seixas,63.9871795,Torridus,69.3194444,5,472.1932292
944,ElMatador4030,Monsaraz,70.2957746,Engraxado,127.974359,Superbus,134.8918919,Marcas,38.0992366,Tepidus,99.82,5,472.1916069
945,ElMatador3745,Cartagena,121.7317073,Fulgor,101.8571429,Furioso,134.8918919,Ardor,38.0992366,Enojo,74.4925373,5,472.18286079999996
946,ElMatador3792,Pamplona,199.64,Augusto,64.8181818,Duro,124.775,Aranar,31.3899371,Trapalhada,50.4141414,5,472.1476051
947,ElMatador2073,Chancay,118.8333333,Macio,146.7941176,Cruela,90.7454545,Imunda,41.2479339,Rabiar,73.3970588,5,472.12824290000003
948,ElMatador3408,Palma,199.64,Pelucia,89.125,Careta,97.8627451,Cubrir,33.952381,Trapalhada,50.4141414,5,472.1046123
949,ElMatador3014,Escuintla,103.9791667,Pericido,58.0348837,Siniestro,161,Esfiapar,75.6212121,Apenar,72.3333333,5,472.07894059999995
950,ElMatador4924,Chincha,124.775,Sagax,79.2222222,Morte,151.2424242,Cabelo,54.8461538,Picazon,60.8658537,5,472.0619987
951,ElMatador3784,Tacna,116.0697674,Salsus,77.984375,Monstro,172.1034483,Laluz,34.4206897,Embargo,70.2957746,5,471.98439980000006
952,ElMatador4415,Chajul,94.1698113,Flamejar,118.8333333,Narrador,146.7941176,Furia,47.0849057,caotica,63.9871795,5,471.9796922
953,ElMatador2814,Soyapango,118.8333333,Lustroso,131.3421053,Cruel,84.5932203,Felpar,70.2957746,Sucio,65.6710526,5,471.8458309
954,ElMatador4754,Petapa,103.9791667,Relevo,110.9111111,Obito,131.3421053,Imundo,42.6581197,Calidus,81.8196721,5,471.8205197
955,ElMatador2566,Segovia,124.775,Incerto,121.7317073,Desviado,108.5,Furia,47.0849057,Nunitus,68.369863,5,471.5718208
956,ElMatador1032,Soloia,116.0697674,Aspero,64.8181818,Enganadora,184.8518519,Porco,43.7807018,Picazon,60.8658537,5,471.4967014
957,ElMatador2332,Girona,151.2424242,Blusa,70.2957746,Mentiroso,146.7941176,Besuntado,39.6111111,Alterar,62.3875,5,471.4412723
958,ElMatador3669,Medillian,97.8627451,Lajuso,66.5466667,Fraude,184.8518519,Manchar,43.0258621,Anguista,77.984375,5,471.38184559999996
959,ElMatador1062,Sechura,138.6388889,Titulo,63.1772152,Enganadora,184.8518519,Vil,43.0258621,Sujeria,40.5772358,5,471.3813987
960,ElMatador3234,Cantel,110.9111111,Padrao,116.0697674,Sevaro,103.9791667,Atarantar,64.8181818,Enojo,74.4925373,5,471.3811091
961,ElMatador0937,Tajer,161,Incultor,66.5466667,Mentiroso,146.7941176,Brillo,33.4966443,Dolor,62.3875,5,471.3352734
962,ElMatador4747,Celba,103.9791667,Famosio,131.3421053,Intenso,116.0697674,Cabelo,54.8461538,caotica,63.9871795,5,471.3347175
963,ElMatador1836,Petapa,103.9791667,Famosio,131.3421053,Pajaro,99.82,Po,36.9703704,Luteus,97.8627451,5,471.0847322999999
964,ElMatador2523,Ronda,134.8918919,Famoso,86.0517241,Acerbo,108.5,Imundo,42.6581197,Luteus,97.8627451,5,471.0748256
965,ElMatador2916,Chajul,94.1698113,Merito,166.3666667,Corrupto,116.0697674,Imundo,42.6581197,Trapalhada,50.4141414,5,470.7888513
966,ElMatador2301,Tacna,116.0697674,Acuti,68.369863,Asas,146.7941176,Laluz,34.4206897,Caos,103.9791667,5,470.74394920000003
967,ElMatador2061,Juliaca,124.775,Acer,68.369863,Asas,146.7941176,Grava,31.7898089,Luteus,97.8627451,5,470.7018794
968,ElMatador2545,Alicante,146.7941176,Toscoe,71.3,Nobre,103.9791667,Seixos,65.6710526,Calidus,81.8196721,5,470.6743538
969,ElMatador3892,Malaga,110.9111111,Lugos,65.6710526,Moribundo,199.64,Luz,37.2462687,Trastormo,56.0786517,5,470.6574289
970,ElMatador4759,Burgos,124.775,Indole,151.2424242,Perrito,118.8333333,None,16.5264901,Desordem,48.9313725,4,470.6419534
971,ElMatador4690,Tarronga,184.8518519,Acredo,67.4459459,Maldoso,142.6,Brillo,33.4966443,Cunfusao,40.9098361,5,470.41462300000006
972,ElMatador3995,Corodoba,134.8918919,Casaco,69.3194444,Levado,116.0697674,Esfiapar,75.6212121,Picon,73.3970588,5,470.4097194
