Rank,Name,Background,BackgroundWeight,Body,BodyWeight,Ear,EarWeight,Eye,EyeWeight,Eyes,EyesWeight,Head,HeadWeight,Mouth,MouthWeight,Skin,SkinWeight,TraitCount,Weighting
550,Pendulum #00082,Cozmo Forrest,30.5426829,Phoenix Pink,200.36,Angel Glitch,143.1142857,White,9.1072727,Third Eye Purple,263.6315789,Plugged Blue,178.8928571,Gun Chin Teal,294.6470588,Feather Cream,139.1388889,8,1264.9089419000002
551,Pendulum #02946,Aqua,10.772043,War Pink,217.7826087,Angel Yellow,108.8913043,Blue,13.2513228,Plugged Pink,385.3076923,Moon Sherpa Green,357.7857143,Assassin Pink,125.225,Blue,40.3951613,8,1264.8851636
552,Pendulum #04114,Yellow,29.2923977,Plugged Blue,151.7878788,Angel Purple,84.8983051,White,9.1072727,Opulence Red,178.8928571,War Purple,294.6470588,Opulence Red,385.3076923,Skeleton Blue,125.225,8,1264.6327794000001
553,Pendulum #01044,Pink,22.8721461,Imperial Glitch,217.7826087,Angelic Blue,60.3493976,Red,17.5754386,T2 Glitch,333.9333333,Jaboiii Red,217.7826087,Mithrandir Purple,333.9333333,Sun Glitch,54.4456522,8,1264.1488354
554,Pendulum #03213,Gradient Forrest,37.1037037,Criminal Orange,250.45,Samurai Red,357.7857143,Blue,13.2513228,Awaken Red,161.5806452,Samurai Blue,192.6538462,Knocker Red,166.9666667,Red,78.265625,8,1263.5318408
555,Pendulum #02121,Cozmo Green,23.7393365,Spider Blue,385.3076923,,2.2573231,Teal,18.9734848,Third Eye Blue,385.3076923,Prism Green,227.6818182,Aqua Mask Blue,94.509434,Feather Burst,119.2619048,7,1262.1188077
556,Pendulum #03111,Cozmo Blue,28.4602273,Knight Teal,200.36,Angelic Yellow,122.1707317,White,9.1072727,Awaken Green,104.3541667,Unicorn Purple,238.5238095,Derp Red,417.4166667,Vent Cream,135.3783784,8,1261.2455699
557,Pendulum #04946,Cozmo Teal,32.1089744,Plugged Orange,200.36,,2.2573231,Blue,13.2513228,Lazer Eye Pink,278.2777778,War Purple,294.6470588,Opulence Red,385.3076923,Purple,48.1634615,7,1259.4537324000003
558,Pendulum #04941,Cozmo Yellow,28.6228571,Knight Teal,200.36,Muffs Purple,208.7083333,White,9.1072727,Layser Glitch,200.36,Baller Red,294.6470588,Bandit Purple,250.45,Green,61.0853659,8,1258.8152047
559,Pendulum #02381,Yellow,29.2923977,Imperial Blue,357.7857143,Valkyrie Blue,200.36,Orange,7.0549296,Samurai Green,208.7083333,Aether Glitch,192.6538462,Bandit Blue,208.7083333,Purple,48.1634615,8,1258.2013328
560,Pendulum #00572,Cozmo Purple,42.4491525,Knight Pink,104.3541667,Sacred Ring Purple,178.8928571,Black,5.0698381,Zodiac Glitch,263.6315789,Harlequin Pink,455.3636364,,2.1921225,Oracle Seer,200.36,7,1257.3934739000003
561,Pendulum #02399,Pink,22.8721461,Forge Green,250.45,,2.2573231,Black,5.0698381,Tactical Red,172.7241379,Ronin Red,313.0625,Derp Yellow,385.3076923,Highborn Sun,100.18,7,1257.0037592
562,Pendulum #03504,Green,17.3321799,Legion Glitch,161.5806452,Vega Glitch,178.8928571,Black,5.0698381,Zodiac Blue,238.5238095,Recon Orange,313.0625,Holo Drape Glitch,217.7826087,Knower,119.2619048,8,1256.9806602
563,Pendulum #04675,Cozmo Forrest,30.5426829,Samurai Red,185.5185185,Aquatic Red,147.3235294,Black,5.0698381,Awaken Yellow,178.8928571,Astronomer Purple,250.45,Derp Teal,417.4166667,Grunt Glitch,35.7785714,8,1256.466981
564,Pendulum #00577,Cozmo Sunset,41.3966942,Imperial Blue,357.7857143,Valkyrie Glitch,208.7083333,Red,17.5754386,,2.1778261,Bandit Yellow,294.6470588,Fu White,278.2777778,Vent Glitch,50.09,7,1255.7389647999998
565,Pendulum #03347,Cozmo Aqua,29.6390533,Recon Yellow,313.0625,Sorceress White,172.7241379,Orange,7.0549296,Lightning Yellow,278.2777778,Moon Sherpa Purple,313.0625,Aqua Mask Blue,94.509434,Cream,41.057377,8,1254.8620265000002
566,Pendulum #01875,Purple,24.1980676,Prism Pink,385.3076923,War Blue,200.36,Black,5.0698381,Neon Visor Green,278.2777778,Moon Sherpa Purple,313.0625,,2.1921225,Blue,40.3951613,7,1253.9432813
567,Pendulum #03241,Purple,24.1980676,Sorceress Gray,556.5555556,,2.2573231,White,9.1072727,,2.1778261,Meow Pink,556.5555556,,2.1921225,Oracle Burst,94.509434,5,1253.6320407
568,Pendulum #01383,Cozmo Yellow,28.6228571,Forge Teal,294.6470588,,2.2573231,Pink,10.4790795,Derp Yellow,333.9333333,Ronin Green,156.53125,Knight Gray,385.3076923,Grunt Glitch,35.7785714,7,1252.6372872000002
569,Pendulum #03190,Cozmo Aqua,29.6390533,,2.33411,Assassin Orange,111.3111111,Teal,18.9734848,Third Eye Purple,263.6315789,Iron Crown Blue,417.4166667,Bubble Blue,357.7857143,Skeleton Glitch,46.3796296,7,1252.5514704
570,Pendulum #01647,Cozmo Forrest,30.5426829,Forge Blue,178.8928571,Aquatic Purple,79.5079365,Black,5.0698381,T2 Pink,333.9333333,Jaboiii Blue,278.2777778,Gilly Purple,238.5238095,Grunt Sun,102.2244898,8,1252.4470419
571,Pendulum #01853,Cozmo Aqua,29.6390533,Opulence Red,263.6315789,Angel Blue,67.6891892,Black,5.0698381,Third Eye Glitch,200.36,Spider Blue,357.7857143,Spider Green,263.6315789,Feather Black,58.9294118,8,1252.2106814000003
572,Pendulum #00906,Cozmo Teal,32.1089744,Aether Blue,66.7866667,Samurai Blue,227.6818182,Red,17.5754386,Layser Pink,357.7857143,Jaboiii Pink,294.6470588,Aether Red,143.1142857,Highborn Moon,106.5744681,8,1251.7487417000002
573,Pendulum #01388,Pink,22.8721461,Criminal Yellow,217.7826087,Mist Purple,131.8157895,Pink,10.4790795,Monopoly Glitch,278.2777778,Baller Red,294.6470588,Holodrape Pink,217.7826087,Sunset,72.5942029,8,1251.7255889000003
574,Pendulum #02465,Cozmo Aqua,29.6390533,Forge Red,313.0625,Samurai Green,238.5238095,White,9.1072727,,2.1778261,Derp Pink,178.8928571,Fu Purple,385.3076923,Highborn Cream,89.4464286,7,1251.2375613
575,Pendulum #03455,Cozmo Blue,28.4602273,Opulence Pink,278.2777778,,92.7592593,Green,9.7641326,Opulence Pink,227.6818182,Opulence Pink,238.5238095,Opulence Pink,333.9333333,White,36.2971014,8,1251.1717763
576,Pendulum #04812,Purple,24.1980676,Bandit Yellow,128.4358974,Muffs Glitch,143.1142857,Purple,10.0784708,Holodrape Teal,156.53125,Wizard Green,238.5238095,Fu Blue,455.3636364,Highborn Cream,89.4464286,8,1251.1661629
577,Pendulum #03169,Red,17.0955631,Sorceress Gray,556.5555556,War Purple,208.7083333,Orange,7.0549296,,2.1778261,,2.4699211,Plugged Green,313.0625,Feather Cream,139.1388889,6,1250.9979222000002
578,Pendulum #02704,Orange,25.1708543,Sorceress Yellow,238.5238095,Sorceress White,172.7241379,White,9.1072727,Neon Visor Green,278.2777778,Mirror Green,333.9333333,,2.1921225,Shiny Polarized,185.5185185,7,1250.5279482000003
579,Pendulum #04783,Cozmo Green,23.7393365,Forge Red,313.0625,,2.2573231,Red,17.5754386,T2 Glitch,333.9333333,Ronin Blue,125.225,Pharaoh Red,385.3076923,Black,44.3274336,7,1250.5081791
580,Pendulum #01102,Cozmo Aqua,29.6390533,Holodrape Teal,217.7826087,Crescent Glitch,208.7083333,Red,17.5754386,Tactical Green,238.5238095,Jaboiii Glitch,108.8913043,Pharaoh Pink,294.6470588,Vent Green,128.4358974,8,1249.6778208
581,Pendulum #04753,Cozmo Orange,43.1810345,Aether Green,151.7878788,Mist Blue,185.5185185,White,9.1072727,Tactical Green,238.5238095,Ancient Orange,192.6538462,Samurai Blue,333.9333333,Highborn Cream,89.4464286,8,1249.6264390000001
582,Pendulum #04584,Yellow,29.2923977,Astronomer Blue,185.5185185,Crescent White,116.4883721,Purple,10.0784708,Layser Pink,357.7857143,Wizard Glitch,143.1142857,Pharaoh Pink,294.6470588,Highborn Moon,106.5744681,8,1248.9736029
583,Pendulum #00984,Blue,23.5164319,War Pink,217.7826087,Trinity Yellow,278.2777778,Purple,10.0784708,Lightning Glitch,147.3235294,Opulence Blue,333.9333333,Aqua Mask Glitch,185.5185185,Skeleton Glitch,46.3796296,8,1248.2846169000002
584,Pendulum #02667,Red,17.0955631,Samurai Red,185.5185185,Muffs Purple,208.7083333,White,9.1072727,Monopoly Purple,278.2777778,Unicorn Yellow,161.5806452,Bandit Blue,208.7083333,Shiny Purple,172.7241379,8,1247.1948987
585,Pendulum #04109,Pink,22.8721461,Forge Teal,294.6470588,Crescent Blue,156.53125,Green,9.7641326,Samurai Purple,227.6818182,Jaboiii Glitch,108.8913043,Pharaoh Red,385.3076923,Grunt Glitch,35.7785714,8,1246.9482905999998
586,Pendulum #03767,Cozmo Green,23.7393365,,2.33411,Vega Blue,238.5238095,Purple,10.0784708,Recon Orange,455.3636364,,2.4699211,Bubble Blue,357.7857143,Oracle Brown,151.7878788,6,1246.8172819
587,Pendulum #01372,Orange,25.1708543,Imperial Purple,500.9,Aquatic Blue,125.225,Black,5.0698381,Samurai Purple,227.6818182,Aether Red,128.4358974,Bandit Green,192.6538462,Grunt Glitch,35.7785714,8,1246.3901425
588,Pendulum #00729,Gradient Sunset,32.9539474,Forge Blue,178.8928571,Aquatic Yellow,156.53125,Red,17.5754386,Aether Green,172.7241379,Ancient Red,313.0625,Aether Yellow,294.6470588,Grunt Black,73.6617647,8,1245.5232714
589,Pendulum #00535,White,41.057377,Legion Purple,333.9333333,Sorceress Pink,172.7241379,Black,5.0698381,Neon Visor Yellow,278.2777778,Opulence Red,250.45,,2.1921225,Shiny Falcon,156.53125,7,1245.3159583000001
590,Pendulum #00163,Green,17.3321799,Bandit Teal,192.6538462,Muffs Blue,147.3235294,Blue,13.2513228,Welder Pink,357.7857143,Samurai Blue,192.6538462,Gilly Purple,238.5238095,Highborn Purple,79.5079365,8,1244.5065017
591,Pendulum #00293,White,41.057377,Imperial Red,263.6315789,Crescent White,116.4883721,Red,17.5754386,Welder Pink,357.7857143,Aether Red,128.4358974,Knocker Yellow,263.6315789,Vent Glitch,50.09,8,1244.1702741
592,Pendulum #02131,Orange,25.1708543,Opulence Green,263.6315789,Roger Glitch,192.6538462,Black,5.0698381,Zodiac Purple,200.36,Moon Sherpa Orange,178.8928571,Gun Chin Red,294.6470588,Feather Blue,78.265625,8,1244.1659753000001
593,Pendulum #00521,Gradient Forrest,37.1037037,Aether Red,128.4358974,Valkyrie Black,263.6315789,Green,9.7641326,Holodrape Yellow,166.9666667,Aether Purple,143.1142857,Bandit Purple,250.45,Highborn White,238.5238095,8,1243.4643914
594,Pendulum #01133,Purple,24.1980676,Forge Glitch,192.6538462,Angelic Yellow,122.1707317,Purple,10.0784708,Awaken Blue,185.5185185,Baller Yellow,357.7857143,Bandit Red,172.7241379,Shiny Purple,172.7241379,8,1243.3279418
595,Pendulum #01917,Cozmo Yellow,28.6228571,Legion Glitch,161.5806452,Sorceress Yellow,166.9666667,Black,5.0698381,Holo Visor Red,263.6315789,Plugged Brown,185.5185185,Recon Orange,278.2777778,Feather Patriot,147.3235294,8,1242.4657286000001
596,Pendulum #04344,Cozmo Yellow,28.6228571,Monk Purple,357.7857143,,2.2573231,Pink,10.4790795,Plugged Orange,250.45,Moon Sherpa Purple,313.0625,Smoke Red,217.7826087,Burst,56.9204545,7,1242.4406589
597,Pendulum #03269,White,41.057377,Phoenix Blue,250.45,War Pink,192.6538462,Orange,7.0549296,War Pink,208.7083333,Mirror Yellow,208.7083333,Vape Green,208.7083333,Knower,119.2619048,8,1242.0773744
598,Pendulum #02215,Cozmo Sunset,41.3966942,Recon Brown,208.7083333,Angel Yellow,108.8913043,Green,9.7641326,Plugged Blue,313.0625,Plugged Pink,294.6470588,Gun Chin Green,200.36,Feather Black,58.9294118,8,1241.2337519000002
599,Pendulum #01339,Gradient Pearl,31.30625,Spider Pink,238.5238095,,2.2573231,Blue,13.2513228,Holo Visor Pink,217.7826087,Harlequin Pink,455.3636364,Assassin Green,217.7826087,Feather Black,58.9294118,7,1240.2770927000001
600,Pendulum #04544,Cozmo Green,23.7393365,Recon Blue,217.7826087,Angel Purple,84.8983051,Blue,13.2513228,Neon Visor Green,278.2777778,Moon Sherpa Yellow,227.6818182,Gun Chin Teal,294.6470588,Seer,94.509434,8,1240.2619788000002
601,Pendulum #03284,Pink,22.8721461,Opulence Blue,250.45,War Red,278.2777778,Green,9.7641326,Holo Visor Glitch,77.0615385,Plugged Blue,178.8928571,Holo Drape Green,278.2777778,Feather Cream,139.1388889,8,1240.2094357
602,Pendulum #04061,Yellow,29.2923977,Plugged Blue,151.7878788,Sacred Ring Orange,185.5185185,Yellow,14.4768786,Opulence Blue,200.36,,2.4699211,Smoke Orange,556.5555556,Seer,94.509434,7,1240.0507060000002
603,Pendulum #00104,Aqua,10.772043,Assassin Pink,147.3235294,War Pink,192.6538462,Black,5.0698381,Lightning Yellow,278.2777778,Opulence Red,250.45,Spider Blue,263.6315789,Feather Glitch,86.362069,8,1240.0149993000002
604,Pendulum #01957,Purple,24.1980676,Knight Pink,104.3541667,Angel Purple,84.8983051,White,9.1072727,Recon Blue,385.3076923,Plugged Green,227.6818182,Recon Orange,278.2777778,Knower,119.2619048,8,1238.5613220999999
605,Pendulum #01101,Cozmo Purple,42.4491525,Sorceress Pink,385.3076923,,2.2573231,Orange,7.0549296,Zodiac Red,217.7826087,Recon Blue,278.2777778,Bubble Green,208.7083333,Oracle Cream,91.0727273,7,1237.9906663000002
606,Pendulum #03597,Gradient Sunset,32.9539474,Criminal Green,263.6315789,Angelic Red,84.8983051,Red,17.5754386,Awaken Blue,185.5185185,Bandit Purple,263.6315789,Samurai Gray,294.6470588,Highborn Cream,89.4464286,8,1237.7771717
607,Pendulum #02709,Gradient Pearl,31.30625,Assassin Green,84.8983051,Angel Purple,84.8983051,Green,9.7641326,Lazer Eye Pink,278.2777778,Opulence Pink,238.5238095,Plugged Orange,385.3076923,Knower,119.2619048,8,1237.7124941
608,Pendulum #01882,Cozmo Green,23.7393365,Opulence Orange,192.6538462,Sorceress Blue,200.36,Pink,10.4790795,Neon Visor Red,238.5238095,Iron Crown Pink,385.3076923,Aqua Mask Red,100.18,Oracle Purple,80.7903226,8,1237.5084035000002
609,Pendulum #01939,Cozmo Aqua,29.6390533,,2.33411,Assassin Yellow,166.9666667,Black,5.0698381,Third Eye Purple,263.6315789,Moon Sherpa Glitch,715.5714286,,2.1921225,Skeleton Glitch,46.3796296,6,1236.5188322000001
610,Pendulum #04680,Cozmo Yellow,28.6228571,Tesla Red,161.5806452,Samurai Purple,313.0625,Pink,10.4790795,,2.1778261,,2.4699211,Knocker Glitch,626.125,Highborn Red,86.362069,6,1235.6143025
611,Pendulum #03519,Cozmo Aqua,29.6390533,Aether Green,151.7878788,,2.2573231,White,9.1072727,Welder Purple,278.2777778,Unicorn Red,385.3076923,Gilly Yellow,238.5238095,Vent Cream,135.3783784,7,1235.3593076
612,Pendulum #01614,Cozmo Forrest,30.5426829,Tesla Blue,263.6315789,,2.2573231,Black,5.0698381,Layser Green,200.36,Jaboiii Pink,294.6470588,Pharoah Glitch,385.3076923,Purple,48.1634615,7,1235.0597573
613,Pendulum #01551,Aqua,10.772043,Phoenix Orange,161.5806452,Vega Blue,238.5238095,Yellow,14.4768786,Plugged Glitch,172.7241379,,2.4699211,Opulence Orange,500.9,Feather Rainbow,128.4358974,7,1234.9634544
614,Pendulum #00308,Gradient Sunset,32.9539474,War Blue,333.9333333,,2.2573231,Orange,7.0549296,Plugged Green,385.3076923,,2.4699211,Plugged Orange,385.3076923,Oracle Glitch,80.7903226,6,1234.8095661999998
615,Pendulum #03752,Blue,23.5164319,Holodrape Yellow,417.4166667,Aquatic Purple,79.5079365,Red,17.5754386,T2 Purple,208.7083333,Holodrape Teal,156.53125,Holodrape Black,192.6538462,Shiny Fire,131.8157895,8,1233.2000096000002
616,Pendulum #02172,Aqua,10.772043,,2.33411,Roger Yellow,238.5238095,White,9.1072727,Zodiac Red,217.7826087,War Purple,294.6470588,Holo Drape Yellow,417.4166667,Burst Glitch,37.1037037,7,1232.7673948000001
617,Pendulum #01916,Cozmo Aqua,29.6390533,Opulence Blue,250.45,,92.7592593,Pink,10.4790795,Opulence Blue,200.36,Opulence Blue,333.9333333,Opulence Blue,227.6818182,Brown,80.7903226,8,1231.5671831000002
618,Pendulum #01118,Cozmo White,37.380597,,2.33411,Samurai Blue,227.6818182,Pink,10.4790795,T2 Green,172.7241379,Ancient Blue,143.1142857,Gilly Glitch,556.5555556,Highborn Glitch,75.8939394,7,1231.243645
619,Pendulum #03013,Green,17.3321799,Tesla Glitch,227.6818182,Mist Pink,139.1388889,Purple,10.0784708,Welder Glitch,192.6538462,Bandit Blue,185.5185185,Derp Teal,417.4166667,Grunt Glitch,35.7785714,8,1231.0732775000001
620,Pendulum #04932,Cozmo Yellow,28.6228571,Assassin Teal,147.3235294,,2.2573231,White,9.1072727,Opulence Red,178.8928571,Sorceress Pink,556.5555556,Vape Pink,208.7083333,Seer,94.509434,7,1231.0572840000002
621,Pendulum #01534,Red,17.0955631,Assassin Pink,147.3235294,Trinity Green,119.2619048,Orange,7.0549296,Opulence Orange,208.7083333,Iron Crown Orange,278.2777778,Bubble Blue,357.7857143,Oracle Blue,89.4464286,8,1230.4284978
622,Pendulum #04327,Cozmo Black,28.299435,Knight Green,200.36,Roger Glitch,192.6538462,Black,5.0698381,Lightning Glitch,147.3235294,Harlequin Yellow,278.2777778,Vape Purple,294.6470588,Feather Blue,78.265625,8,1230.3714272000002
623,Pendulum #04457,Cozmo White,37.380597,Knight Pink,104.3541667,Assassin Green,104.3541667,Blue,13.2513228,Neon Visor Red,238.5238095,Prism Purple,333.9333333,Opulence Pink,333.9333333,Feather Black,58.9294118,8,1230.134458
624,Pendulum #02869,Gradient Forrest,37.1037037,Holodrape Black,357.7857143,Aquatic Blue,125.225,Purple,10.0784708,Layser Green,200.36,Jaboiii Purple,294.6470588,Astronomer Orange,122.1707317,Sun,77.0615385,8,1229.9065347000003
625,Pendulum #01359,Cozmo Green,23.7393365,Knight Orange,417.4166667,Valkyrie Glitch,208.7083333,Yellow,14.4768786,,2.1778261,Astronomer Blue,294.6470588,Mithrandir Yellow,227.6818182,Grunt Glitch,35.7785714,7,1229.7066112999998
626,Pendulum #03966,Cozmo Aqua,29.6390533,Knight Glitch,94.509434,Vega Purple,217.7826087,Pink,10.4790795,War Red,263.6315789,Opulence Orange,217.7826087,Holo Drape Purple,250.45,Skeleton Black,139.1388889,8,1228.8875689000001
627,Pendulum #02460,Cozmo White,37.380597,Phoenix Orange,161.5806452,Angel Yellow,108.8913043,Orange,7.0549296,Plugged Pink,385.3076923,Harlequin Glitch,200.36,Bubble Purple,227.6818182,Seer,94.509434,8,1228.2407375000003
628,Pendulum #03052,Cozmo Aqua,29.6390533,,2.33411,Roger Purple,227.6818182,Orange,7.0549296,Neon Visor Blue,333.9333333,Infinity Green,313.0625,Bubble Purple,227.6818182,Oracle Pink,80.7903226,7,1227.2580069
629,Pendulum #02337,Aqua,10.772043,Sorceress Blue,278.2777778,Roger Purple,227.6818182,Orange,7.0549296,,2.1778261,Opulence Orange,217.7826087,Plugged Orange,385.3076923,Pink,92.7592593,7,1226.8940767000001
630,Pendulum #00833,Yellow,29.2923977,Bandit Yellow,128.4358974,Muffs Glitch,143.1142857,Pink,10.4790795,Layser Glitch,200.36,Astronomer Pink,250.45,Mithrandir Blue,333.9333333,Vent White,125.225,8,1226.7643105
631,Pendulum #04984,Cozmo Forrest,30.5426829,Samurai Green,178.8928571,Mist Pink,139.1388889,Purple,10.0784708,Aether Red,100.18,Astronomer Blue,294.6470588,Seal Breaker Red,417.4166667,Vent Glitch,50.09,8,1226.4609421
632,Pendulum #03645,Red,17.0955631,Tesla Red,161.5806452,Valkyrie Purple,185.5185185,Blue,13.2513228,Samurai Gray,294.6470588,Unicorn Yellow,161.5806452,Knight Pink,278.2777778,Vent Moon,108.8913043,8,1226.3171526
633,Pendulum #00515,Cozmo Red,43.9385965,Holodrape Yellow,417.4166667,Samurai Blue,227.6818182,Black,5.0698381,Tactical Green,238.5238095,Astronomer Pink,250.45,,2.1921225,Grunt Glitch,35.7785714,7,1226.1315446
634,Pendulum #04804,Pink,22.8721461,Legion Green,313.0625,Angel Blue,67.6891892,Blue,13.2513228,,2.1778261,Spider Pink,417.4166667,Vape Purple,294.6470588,Oracle Blue,89.4464286,7,1225.64326
635,Pendulum #02411,Cozmo Red,43.9385965,Hero Glitch,250.45,Crescent Pink,217.7826087,Black,5.0698381,Astronomer Orange,128.4358974,Ancient Blue,143.1142857,Holodrape Black,192.6538462,Highborn White,238.5238095,8,1225.443199
636,Pendulum #02929,Gradient Sunset,32.9539474,Aether Blue,66.7866667,Crescent Orange,119.2619048,Black,5.0698381,Welder Purple,278.2777778,Baller Teal,385.3076923,Holodrape Teal,200.36,Shiny Fire,131.8157895,8,1225.3079335
637,Pendulum #00407,Cozmo Blue,28.4602273,Assassin Glitch,238.5238095,Trinity Yellow,278.2777778,Black,5.0698381,,2.1778261,Recon Blue,278.2777778,Smoke Purple,294.6470588,Seer,94.509434,7,1225.0238711
638,Pendulum #01771,Cozmo Blue,28.4602273,Holodrape Pink,385.3076923,Valkyrie Glitch,208.7083333,Red,17.5754386,Samurai Red,227.6818182,Wizard Green,238.5238095,,2.1921225,Vent Purple,111.3111111,7,1224.8406745000002
639,Pendulum #01129,Gradient Sunset,32.9539474,Plugged Pink,151.7878788,,2.2573231,Orange,7.0549296,Holo Visor Red,263.6315789,Spider Glitch,417.4166667,Gun Chin Purple,263.6315789,Oracle Pink,80.7903226,7,1224.6043477000003
640,Pendulum #02937,Cozmo Green,23.7393365,Astronomer Blue,185.5185185,Derp Yellow,238.5238095,Pink,10.4790795,Layser Purple,333.9333333,Ancient Orange,192.6538462,Derp Green,131.8157895,Highborn Blue,102.2244898,8,1224.3625197000001
641,Pendulum #04210,Green,17.3321799,Knight Pink,104.3541667,Samurai Green,238.5238095,Green,9.7641326,Aether Green,172.7241379,Ancient White,250.45,Knight Pink,278.2777778,Grunt Moon,147.3235294,8,1224.2240507000001
642,Pendulum #02949,Cozmo Green,23.7393365,Holodrape Teal,217.7826087,,2.2573231,Orange,7.0549296,Derp Pink,278.2777778,Derp Yellow,200.36,Pharaoh Yellow,357.7857143,Vent Sunset,131.8157895,7,1224.1536012
643,Pendulum #00992,Green,17.3321799,Hero Blue,192.6538462,Samurai Red,357.7857143,Green,9.7641326,T2 Purple,208.7083333,Unicorn Glitch,147.3235294,Bandit Blue,208.7083333,Highborn Glitch,75.8939394,8,1223.6443253
644,Pendulum #01591,Cozmo Purple,42.4491525,Criminal Blue,172.7241379,Angelic Green,172.7241379,Green,9.7641326,Aether Blue,75.8939394,Unicorn Yellow,161.5806452,Seal Breaker Purple,500.9,Highborn Green,82.1147541,8,1223.6252164999999
